CustomerId,recency,frequency,total_amount,avg_amount,std_amount,min_amount,max_amount,amount_range,amount_variability,avg_transaction_size,fav_category,fav_channel,country
CustomerId_1091,25,2,3000.0,1500.0,707.11,1000.0,2000.0,1000.0,0.47140666635239553,1500.0,airtime,ChannelId_3,256
CustomerId_1092,19,16,65000.0,4062.5,5801.94,-5000.0,10000.0,15000.0,1.4281698458022967,4062.5,airtime,ChannelId_3,256
CustomerId_1093,33,55,42620.0,774.91,1912.92,-3500.0,5200.0,8700.0,2.468570540490418,774.9090909090909,airtime,ChannelId_3,256
CustomerId_1094,25,7,32460.0,4637.14,9189.94,-5000.0,20000.0,25000.0,1.981812064767979,4637.142857142857,financial_services,ChannelId_3,256
CustomerId_1095,12,11,4875.0,443.18,764.53,-1000.0,2000.0,3000.0,1.7251004067758011,443.1818181818182,financial_services,ChannelId_3,256
CustomerId_1096,7,784,1949226.0,2486.26,17819.37,-13000.0,202000.0,215000.0,7.167138590828336,2486.2576530612246,airtime,ChannelId_3,256
CustomerId_1098,3,1,20000.0,20000.0,,20000.0,20000.0,0.0,,20000.0,financial_services,ChannelId_3,256
CustomerId_1099,25,9,6180.0,686.67,843.86,-1000.0,2000.0,3000.0,1.2289163626939923,686.6666666666666,financial_services,ChannelId_3,256
CustomerId_11,84,1,-10000.0,-10000.0,,-10000.0,-10000.0,0.0,,-10000.0,airtime,ChannelId_2,256
CustomerId_1101,53,9,60000.0,6666.67,5873.67,1000.0,15000.0,14000.0,0.8810500593428128,6666.666666666667,financial_services,ChannelId_3,256
CustomerId_1102,6,14,60000.0,4285.71,6169.76,-5000.0,10000.0,15000.0,1.439612105942863,4285.714285714285,airtime,ChannelId_3,256
CustomerId_1103,48,1,30000.0,30000.0,,30000.0,30000.0,0.0,,30000.0,financial_services,ChannelId_3,256
CustomerId_1104,5,10,40000.0,4000.0,9321.42,-5000.0,21000.0,26000.0,2.3303549994174113,4000.0,financial_services,ChannelId_2,256
CustomerId_1105,27,1,500.0,500.0,,500.0,500.0,0.0,,500.0,airtime,ChannelId_3,256
CustomerId_1106,88,1,10000.0,10000.0,,10000.0,10000.0,0.0,,10000.0,financial_services,ChannelId_3,256
CustomerId_1108,2,14,50000.0,3571.43,8741.72,-5000.0,20000.0,25000.0,2.4476806202424015,3571.4285714285716,airtime,ChannelId_2,256
CustomerId_1109,47,8,39800.0,4975.0,6193.72,-5000.0,10500.0,15500.0,1.2449688439708606,4975.0,financial_services,ChannelId_3,256
CustomerId_1111,69,3,-20.0,-6.67,1000.07,-1000.0,1000.0,2000.0,-149.93555471297674,-6.666666666666667,financial_services,ChannelId_2,256
CustomerId_1112,12,6,20000.0,3333.33,6088.24,-5000.0,10000.0,15000.0,1.826473825925884,3333.3333333333335,airtime,ChannelId_3,256
CustomerId_1113,65,23,29700.0,1291.3,3184.93,-5000.0,10000.0,15000.0,2.4664524103876304,1291.304347826087,airtime,ChannelId_3,256
CustomerId_1114,1,57,52925.0,928.51,963.83,-1000.0,2000.0,3000.0,1.038039438414191,928.5087719298245,airtime,ChannelId_3,256
CustomerId_1116,5,8,5960.0,745.0,1039.27,-1000.0,2000.0,3000.0,1.3949932867181298,745.0,airtime,ChannelId_3,256
CustomerId_1117,74,1,4000.0,4000.0,,4000.0,4000.0,0.0,,4000.0,financial_services,ChannelId_3,256
CustomerId_1118,1,24,70000.0,2916.67,6412.74,-5000.0,11000.0,16000.0,2.1986512007876615,2916.6666666666665,airtime,ChannelId_3,256
CustomerId_1119,27,7,5450.0,778.57,410.14,-50.0,1000.0,1050.0,0.5267862870046542,778.5714285714286,airtime,ChannelId_3,256
CustomerId_1120,63,2,1960.0,980.0,1442.5,-40.0,2000.0,2040.0,1.4719387740082257,980.0,airtime,ChannelId_2,256
CustomerId_1121,16,7,12097.02,1728.15,2428.37,-1000.0,5000.0,6000.0,1.4051847343082573,1728.1457142857143,airtime,ChannelId_3,256
CustomerId_1122,65,1,1850000.0,1850000.0,,1850000.0,1850000.0,0.0,,1850000.0,financial_services,ChannelId_3,256
CustomerId_1123,47,1,1000.0,1000.0,,1000.0,1000.0,0.0,,1000.0,airtime,ChannelId_3,256
CustomerId_1124,33,6,19000.0,3166.67,7626.71,-5000.0,10000.0,15000.0,2.408432200889757,3166.6666666666665,airtime,ChannelId_2,256
CustomerId_1125,32,1,5000.0,5000.0,,5000.0,5000.0,0.0,,5000.0,financial_services,ChannelId_3,256
CustomerId_1127,5,37,92135.0,2490.14,2946.55,-500.0,10000.0,10500.0,1.1832868829932106,2490.135135135135,financial_services,ChannelId_3,256
CustomerId_1129,75,2,1000.0,500.0,0.0,500.0,500.0,0.0,0.0,500.0,airtime,ChannelId_3,256
CustomerId_1130,78,4,3960.0,990.0,1833.14,-1000.0,3000.0,4000.0,1.8516565637862057,990.0,airtime,ChannelId_2,256
CustomerId_1131,2,11,16550.0,1504.55,2194.93,-1000.0,5000.0,6000.0,1.4588614526211414,1504.5454545454545,financial_services,ChannelId_3,256
CustomerId_1134,1,9,3380.0,375.56,430.81,-50.0,1000.0,1050.0,1.1471136405711109,375.55555555555554,airtime,ChannelId_3,256
CustomerId_1135,24,14,71000.0,5071.43,10547.56,-1000.0,40000.0,41000.0,2.0797999771110316,5071.428571428572,airtime,ChannelId_3,256
CustomerId_1137,54,20,80000.0,4000.0,8911.2,-5000.0,20700.0,25700.0,2.22779999944305,4000.0,airtime,ChannelId_2,256
CustomerId_1140,45,3,3750.0,1250.0,3269.17,-1000.0,5000.0,6000.0,2.615335997907731,1250.0,financial_services,ChannelId_2,256
CustomerId_1141,9,49,145465.0,2968.67,5077.61,-5000.0,10000.0,15000.0,1.7103989322793038,2968.673469387755,airtime,ChannelId_3,256
CustomerId_1145,39,4,9500.0,2375.0,1887.46,500.0,5000.0,4500.0,0.7947199996653811,2375.0,financial_services,ChannelId_3,256
CustomerId_1146,47,6,19000.0,3166.67,7626.71,-5000.0,10000.0,15000.0,2.408432200889757,3166.6666666666665,airtime,ChannelId_2,256
CustomerId_1147,12,18,80000.0,4444.44,5843.27,-5000.0,10000.0,15000.0,1.3147370644412488,4444.444444444444,airtime,ChannelId_3,256
CustomerId_1150,74,2,2000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,airtime,ChannelId_3,256
CustomerId_1153,58,1,3000.0,3000.0,,3000.0,3000.0,0.0,,3000.0,financial_services,ChannelId_3,256
CustomerId_1154,1,9,5475.0,608.33,846.87,-75.0,2500.0,2575.0,1.3921226942742875,608.3333333333334,airtime,ChannelId_3,256
CustomerId_1156,2,368,1488224.0,4044.09,8121.07,-10000.0,49000.0,59000.0,2.0081328551025983,4044.086956521739,financial_services,ChannelId_3,256
CustomerId_1158,89,8,30000.0,3750.0,7094.06,-5000.0,10700.0,15700.0,1.891749332828867,3750.0,airtime,ChannelId_2,256
CustomerId_1159,5,5,20000.0,4000.0,6745.37,-5000.0,10000.0,15000.0,1.6863424995784144,4000.0,financial_services,ChannelId_3,256
CustomerId_1160,1,15,48890.0,3259.33,6929.97,-5000.0,11000.0,16000.0,2.1261946467138357,3259.3333333333335,airtime,ChannelId_3,256
CustomerId_1161,25,1,2500.0,2500.0,,2500.0,2500.0,0.0,,2500.0,financial_services,ChannelId_3,256
CustomerId_1162,6,7,4465.0,637.86,1176.43,-1000.0,2300.0,3300.0,1.8443388802490532,637.8571428571429,financial_services,ChannelId_3,256
CustomerId_1163,1,14,50000.0,3571.43,7303.47,-5000.0,11000.0,16000.0,2.044970781439096,3571.4285714285716,airtime,ChannelId_3,256
CustomerId_1164,68,6,19000.0,3166.67,7626.71,-5000.0,10000.0,15000.0,2.408432200889757,3166.6666666666665,airtime,ChannelId_2,256
CustomerId_1165,36,5,54000.0,10800.0,14515.51,-5000.0,30000.0,35000.0,1.3440287035792566,10800.0,financial_services,ChannelId_3,256
CustomerId_1169,5,3,-50.0,-16.67,1000.42,-1000.0,1000.0,2000.0,-60.01320096059993,-16.666666666666668,financial_services,ChannelId_2,256
CustomerId_1170,10,18,107074.0,5948.56,14101.36,-5000.0,54600.0,59600.0,2.370550183175331,5948.555555555556,utility_bill,ChannelId_3,256
CustomerId_1171,45,6,3925.0,654.17,1373.9,-1000.0,2500.0,3500.0,2.100218594401733,654.1666666666666,financial_services,ChannelId_3,256
CustomerId_1172,14,84,235759.7,2806.66,4418.0,-1000.0,19500.0,20500.0,1.5741130020828626,2806.6630952380956,financial_services,ChannelId_3,256
CustomerId_1174,90,1,1000.0,1000.0,,1000.0,1000.0,0.0,,1000.0,airtime,ChannelId_3,256
CustomerId_1175,1,241,8942702.5,37106.65,359409.4,-10000.0,5000000.0,5010000.0,9.685848762696557,37106.64937759336,financial_services,ChannelId_3,256
CustomerId_1177,4,4,28878.0,7219.5,12439.0,1000.0,25878.0,24878.0,1.722972504782468,7219.5,financial_services,ChannelId_3,256
CustomerId_1179,21,3,900.0,300.0,1539.48,-1000.0,2000.0,3000.0,5.131599982894667,300.0,financial_services,ChannelId_2,256
CustomerId_1180,12,67,143406.0,2140.39,3254.1,-5000.0,11000.0,16000.0,1.520330406365041,2140.3880597014927,airtime,ChannelId_3,256
CustomerId_1182,6,4,10000.0,2500.0,6757.71,-5000.0,10000.0,15000.0,2.7030839989187667,2500.0,airtime,ChannelId_2,256
CustomerId_1183,20,18,45075.0,2504.17,5054.27,-5000.0,11000.0,16000.0,2.0183414057279094,2504.1666666666665,airtime,ChannelId_3,256
CustomerId_1184,75,1,1000.0,1000.0,,1000.0,1000.0,0.0,,1000.0,financial_services,ChannelId_3,256
CustomerId_1186,77,4,5900.0,1475.0,2665.05,-1000.0,5000.0,6000.0,1.8068135580970754,1475.0,financial_services,ChannelId_2,256
CustomerId_1187,55,7,39000.0,5571.43,9431.46,-5000.0,20000.0,25000.0,1.6928257194844363,5571.428571428572,financial_services,ChannelId_3,256
CustomerId_1189,38,2,3000.0,1500.0,707.11,1000.0,2000.0,1000.0,0.47140666635239553,1500.0,financial_services,ChannelId_3,256
CustomerId_1190,12,15,80000.0,5333.33,6183.7,-5000.0,10000.0,15000.0,1.1594444744354007,5333.333333333333,financial_services,ChannelId_3,256
CustomerId_1191,5,6,20500.0,3416.67,6200.13,-5000.0,10000.0,15000.0,1.8146704241806584,3416.6666666666665,airtime,ChannelId_3,256
CustomerId_1192,5,22,41565.0,1889.32,3086.74,-250.0,10000.0,10250.0,1.6337835826467808,1889.3181818181818,airtime,ChannelId_3,256
CustomerId_1193,54,4,9000.0,2250.0,6601.77,-5000.0,10000.0,15000.0,2.934119998695947,2250.0,airtime,ChannelId_2,256
CustomerId_1194,55,4,9000.0,2250.0,6601.77,-5000.0,10000.0,15000.0,2.934119998695947,2250.0,airtime,ChannelId_2,256
CustomerId_1195,54,6,19000.0,3166.67,6047.04,-5000.0,10000.0,15000.0,1.9095895682500579,3166.6666666666665,airtime,ChannelId_3,256
CustomerId_1196,48,6,19000.0,3166.67,6266.31,-5000.0,10000.0,15000.0,1.9788326532354708,3166.6666666666665,airtime,ChannelId_2,256
CustomerId_1197,55,4,9000.0,2250.0,6601.77,-5000.0,10000.0,15000.0,2.934119998695947,2250.0,airtime,ChannelId_2,256
CustomerId_1198,55,4,9000.0,2250.0,6601.77,-5000.0,10000.0,15000.0,2.934119998695947,2250.0,airtime,ChannelId_2,256
CustomerId_12,84,1,-10000.0,-10000.0,,-10000.0,-10000.0,0.0,,-10000.0,airtime,ChannelId_2,256
CustomerId_1200,48,4,9000.0,2250.0,6601.77,-5000.0,10000.0,15000.0,2.934119998695947,2250.0,airtime,ChannelId_2,256
CustomerId_1201,2,173,542517.5,3135.94,8880.12,-5000.0,83170.0,88170.0,2.831725095878198,3135.9393063583816,airtime,ChannelId_3,256
CustomerId_1202,1,29,130000.0,4482.76,6598.81,-5000.0,11000.0,16000.0,1.4720417775049206,4482.758620689655,airtime,ChannelId_3,256
CustomerId_1203,1,45,38530.0,856.22,1996.28,-5000.0,12000.0,17000.0,2.3315035828040647,856.2222222222222,airtime,ChannelId_3,256
CustomerId_1204,47,4,9000.0,2250.0,6601.77,-5000.0,10000.0,15000.0,2.934119998695947,2250.0,airtime,ChannelId_2,256
CustomerId_1208,85,9,19770.0,2196.67,3365.03,-100.0,10000.0,10100.0,1.5318777961496823,2196.6666666666665,financial_services,ChannelId_3,256
CustomerId_1209,20,6,30000.0,5000.0,6511.53,-5000.0,10000.0,15000.0,1.3023059997395388,5000.0,financial_services,ChannelId_3,256
CustomerId_1210,77,3,25000.0,8333.33,25181.01,-12000.0,36500.0,48500.0,3.0217224083263563,8333.333333333334,tv,ChannelId_3,256
CustomerId_1211,85,2,200000.0,100000.0,0.0,100000.0,100000.0,0.0,0.0,100000.0,financial_services,ChannelId_3,256
CustomerId_1212,51,17,39000.0,2294.12,4928.99,-1000.0,20000.0,21000.0,2.148531898005104,2294.1176470588234,financial_services,ChannelId_3,256
CustomerId_1214,7,44,104825.0,2382.39,5690.77,-1000.0,26500.0,27500.0,2.3886811133405192,2382.3863636363635,financial_services,ChannelId_3,256
CustomerId_1215,74,1,1000.0,1000.0,,1000.0,1000.0,0.0,,1000.0,airtime,ChannelId_3,256
CustomerId_1217,48,9,29000.0,3222.22,6255.55,-5000.0,10000.0,15000.0,1.9413789244864168,3222.222222222222,airtime,ChannelId_3,256
CustomerId_1218,1,72,139055.0,1931.32,1964.81,-250.0,5000.0,5250.0,1.0173404712749101,1931.3194444444443,airtime,ChannelId_3,256
CustomerId_1219,26,6,3850.0,641.67,841.08,-50.0,2000.0,2050.0,1.3107672147509357,641.6666666666666,financial_services,ChannelId_2,256
CustomerId_1220,19,13,40000.0,3076.92,5488.04,-5000.0,10000.0,15000.0,1.7836147830351083,3076.923076923077,airtime,ChannelId_3,256
CustomerId_1221,6,5,20000.0,4000.0,6745.37,-5000.0,10000.0,15000.0,1.6863424995784144,4000.0,financial_services,ChannelId_3,256
CustomerId_1222,10,45,82980.0,1844.0,7714.82,-1000.0,52000.0,53000.0,4.183741863240921,1844.0,financial_services,ChannelId_3,256
CustomerId_1223,4,3,21500.0,7166.67,11116.8,500.0,20000.0,19500.0,1.55118067365301,7166.666666666667,financial_services,ChannelId_3,256
CustomerId_1224,6,1,10000.0,10000.0,,10000.0,10000.0,0.0,,10000.0,financial_services,ChannelId_3,256
CustomerId_1225,9,1,1000.0,1000.0,,1000.0,1000.0,0.0,,1000.0,financial_services,ChannelId_3,256
CustomerId_1226,44,8,10700.0,1337.5,2290.47,-1000.0,6000.0,7000.0,1.7125009332990644,1337.5,financial_services,ChannelId_2,256
CustomerId_1227,14,26,73233.6,2816.68,3686.59,-5000.0,10000.0,15000.0,1.3088423245420702,2816.6769230769232,financial_services,ChannelId_3,256
CustomerId_1228,12,5,20000.0,4000.0,6745.37,-5000.0,10000.0,15000.0,1.6863424995784144,4000.0,financial_services,ChannelId_3,256
CustomerId_1229,16,3,-50.0,-16.67,1000.42,-1000.0,1000.0,2000.0,-60.01320096059993,-16.666666666666668,financial_services,ChannelId_2,256
CustomerId_1231,37,1,2000.0,2000.0,,2000.0,2000.0,0.0,,2000.0,airtime,ChannelId_3,256
CustomerId_1232,16,1,5000.0,5000.0,,5000.0,5000.0,0.0,,5000.0,financial_services,ChannelId_3,256
CustomerId_1233,28,1,1000.0,1000.0,,1000.0,1000.0,0.0,,1000.0,airtime,ChannelId_3,256
CustomerId_1234,54,12,40000.0,3333.33,7270.4,-5000.0,10700.0,15700.0,2.181122180467844,3333.3333333333335,airtime,ChannelId_2,256
CustomerId_1235,47,6,19000.0,3166.67,6104.64,-5000.0,10000.0,15000.0,1.9277790227817302,3166.6666666666665,airtime,ChannelId_3,256
CustomerId_1236,45,8,8765.0,1095.62,2169.19,-1000.0,5000.0,6000.0,1.979874407203342,1095.625,financial_services,ChannelId_2,256
CustomerId_1237,29,1,1000.0,1000.0,,1000.0,1000.0,0.0,,1000.0,airtime,ChannelId_3,256
CustomerId_1238,5,5,20000.0,4000.0,6745.37,-5000.0,10000.0,15000.0,1.6863424995784144,4000.0,financial_services,ChannelId_3,256
CustomerId_1240,45,6,34000.0,5666.67,7527.73,-5000.0,15000.0,20000.0,1.3284221595172432,5666.666666666667,airtime,ChannelId_3,256
CustomerId_1241,26,7,30000.0,4285.71,6102.3,-5000.0,10000.0,15000.0,1.4238714235391867,4285.714285714285,financial_services,ChannelId_3,256
CustomerId_1242,6,152,842504.0,5542.79,9263.46,-5000.0,31000.0,36000.0,1.6712630278846456,5542.789473684211,financial_services,ChannelId_3,256
CustomerId_1244,88,1,5000.0,5000.0,,5000.0,5000.0,0.0,,5000.0,financial_services,ChannelId_3,256
CustomerId_1245,5,29,135000.0,4655.17,6136.98,-5000.0,15000.0,20000.0,1.31831490550972,4655.172413793103,airtime,ChannelId_3,256
CustomerId_1246,26,19,79000.0,4157.89,6048.54,-5000.0,10000.0,15000.0,1.4547138088177622,4157.894736842105,airtime,ChannelId_3,256
CustomerId_1247,1,13,60000.0,4615.38,9197.27,-5000.0,21000.0,26000.0,1.9927438256453978,4615.384615384615,airtime,ChannelId_3,256
CustomerId_1250,4,273,661899.15,2424.54,4614.52,-5000.0,39000.0,44000.0,1.9032558745563055,2424.539010989011,financial_services,ChannelId_3,256
CustomerId_1252,13,19,80000.0,4210.53,6058.32,-5000.0,10000.0,15000.0,1.43884974066475,4210.526315789473,airtime,ChannelId_3,256
CustomerId_1253,13,5,20000.0,4000.0,6745.37,-5000.0,10000.0,15000.0,1.6863424995784144,4000.0,financial_services,ChannelId_3,256
CustomerId_1256,33,6,20000.0,3333.33,7814.52,-5000.0,11000.0,16000.0,2.3443583436550366,3333.3333333333335,airtime,ChannelId_2,256
CustomerId_1257,13,12,17025.0,1418.75,1903.84,-70.0,5000.0,5070.0,1.3419136554418227,1418.75,financial_services,ChannelId_3,256
CustomerId_1258,12,7,30000.0,4285.71,6163.45,-5000.0,10000.0,15000.0,1.4381397711375383,4285.714285714285,financial_services,ChannelId_3,256
CustomerId_1259,69,16,17213.5,1075.84,1617.53,-75.0,5000.0,5075.0,1.5035042371509664,1075.84375,airtime,ChannelId_3,256
CustomerId_1260,6,9,40000.0,4444.44,6463.57,-5000.0,10000.0,15000.0,1.4543047039774855,4444.444444444444,financial_services,ChannelId_3,256
CustomerId_1262,26,9,10040.0,1115.56,791.5,-40.0,2000.0,2040.0,0.7095091248256399,1115.5555555555557,financial_services,ChannelId_3,256
CustomerId_1263,54,5,19000.0,3800.0,6685.81,-5000.0,10000.0,15000.0,1.7594236837475203,3800.0,financial_services,ChannelId_3,256
CustomerId_1265,22,97,250500.0,2582.47,4735.23,-5000.0,24000.0,29000.0,1.8336050363281646,2582.4742268041236,financial_services,ChannelId_3,256
CustomerId_1266,16,20,9470.0,473.5,476.74,-50.0,1195.0,1245.0,1.0068426589084634,473.5,airtime,ChannelId_3,256
CustomerId_1267,25,3,-20.0,-6.67,1000.07,-1000.0,1000.0,2000.0,-149.93555471297674,-6.666666666666667,financial_services,ChannelId_2,256
CustomerId_1268,16,1,1000000.0,1000000.0,,1000000.0,1000000.0,0.0,,1000000.0,financial_services,ChannelId_3,256
CustomerId_1269,76,3,2000.0,666.67,3785.94,-2000.0,5000.0,7000.0,5.678881597073692,666.6666666666666,financial_services,ChannelId_2,256
